Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth at Start Position [m],CTD File,CTD File Flag,Niskin/Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,CTD Salinity 1 [psu],CTD Salinity 2 [psu],CTD Oxygen [mL/L],CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Replicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Replicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Replicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Replicate Flag,Discrete Alkalinity [umol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Replicate Flag,Discrete DIC [umol/kg],Discrete DIC Flag,Discrete DIC Replicate Flag,Discrete pCO2 [uatm],pCO2 Analysis Temp [deg C],Discrete pCO2 Flag,Discrete pCO2 Replicate Flag,Discrete pH [Total scale],pH Analysis Temp [deg C],Discrete pH Flag,Discrete pH Replicate Flag,Calculated Alkalinity [umol/kg],Calculated DIC [umol/kg],Calculated pCO2 [uatm],Calculated pH,Calculated CO2aq [umol/kg],Calculated Bicarb [umol/kg],Calculated CO3 [umol/kg],Calculated Omega-C,Calculated Omega-A,CTD Absolute Salinity [g/kg],CTD Conservative Temperature,CTD Density [kg/m^3],CTD Sigma [kg/m^3],Calculated pCO2 [lab conditions],Calculated pH [lab conditions]
AR35-05,11,"GI01SUMO, GI02HYPM, Gliders",59.9685,-39.5785,2019-08-15 09:06:49+00:00,11,*0000000000000101,2650.0,D:\Data\ar35-05011.hex,*0000000000000100,22.0,1.0,2019-08-15 11:34:11+00:00,12.39,1.0,12.273,59.9614,-39.59168,10.279,3.0,10.2793,1.0,3.801608,3.0,3.800709,1.0,34.6506,34.6411,6.2122,3.0,6.29084,,,0.101,97.5073,3.0,,,6.487,1.0,1.0,11/03,11/03,,9.0,3.0,0.39,1.352,3.822,0,0.56,1.0,3.0,34.6488,1.0,1.0,2296.7,1.0,1.0,2097.54,1.0,1.0,,,,,7.8569,25.0,1.0,1.0,2296.7,2097.5399999999995,381.4936284288886,8.090703735985128,16.55618417824188,,146.42843140358102,,,34.8107736144126,10.274055112792395,1026.6869445224813,1026.6869445224813,715.993228543252,7.8337603734156795
AR35-05,11,"GI01SUMO, GI02HYPM, Gliders",59.9685,-39.5785,2019-08-15 09:06:49+00:00,11,*0000000000000101,2650.0,D:\Data\ar35-05011.hex,*0000000000000100,22.0,1.0,2019-08-15 11:34:11+00:00,12.39,1.0,12.273,59.9614,-39.59168,10.279,3.0,10.2793,1.0,3.801608,3.0,3.800709,1.0,34.6506,34.6411,6.2122,3.0,6.29084,,,0.101,97.5073,3.0,,,,,,11/04,11/04,,9.0,3.0,0.398,1.434,4.172,0,0.95,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8107736144126,10.274055112792395,1026.6869445224813,1026.6869445224813,,
AR35-05,11,"GI01SUMO, GI02HYPM, Gliders",59.9685,-39.5785,2019-08-15 09:06:49+00:00,11,*0000000000000101,2650.0,D:\Data\ar35-05011.hex,*0000000000000100,23.0,1.0,2019-08-15 11:34:23+00:00,12.493,1.0,12.375,59.96143,-39.59167,10.2955,3.0,10.2965,1.0,3.803193,3.0,3.802365,1.0,34.6508,34.6414,6.274,3.0,6.28859,,,0.1067,97.3681,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.81102209653886,10.290887899695834,1026.6846817304784,1026.6846817304784,,
AR35-05,11,"GI01SUMO, GI02HYPM, Gliders",59.9685,-39.5785,2019-08-15 09:06:49+00:00,11,*0000000000000101,2650.0,D:\Data\ar35-05011.hex,*0000000000000100,24.0,1.0,2019-08-15 11:36:15+00:00,5.132,1.0,5.084,59.96146,-39.59182,10.2965,3.0,10.2975,1.0,3.802961,3.0,3.802101,1.0,34.6508,34.6412,6.2681,3.0,6.28845,,,0.1064,97.3758,3.0,,,6.48,1.0,1.0,11/05,11/05,,9.0,1.0,0.341,1.055,3.03,0,0.901,1.0,1.0,34.6527,1.0,1.0,2297.9,1.0,1.0,2095.89,1.0,1.0,,,,,7.8595,25.0,1.0,1.0,2297.8999999999996,2095.89,375.9314259594913,8.093375877121776,16.304873189983407,,148.28202863256095,,,34.811008209251874,10.292747623669639,1026.6512187673295,1026.6512187673295,705.2623250473072,7.839594145566491
AR35-05,12,GI03FLMB,59.7123333333333,-39.3613333333333,2019-08-15 15:39:18+00:00,12,*0000000000000101,2816.0,D:\Data\ar35-05012.hex,*0000000000000100,1.0,1.0,2019-08-15 16:32:03+00:00,2737.971,1.0,2694.677,59.71222,-39.36108,1.658,1.0,1.6593,1.0,3.154023,1.0,3.15342,1.0,34.8807,34.8718,5.8898,3.0,7.68279,,,0.0073,99.8191,3.0,,,6.844,1.0,1.0,,,,,,,,,,,,,34.8788,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.044598325661845,1.4606935941012864,1040.4496395496521,1040.4496395496521,,
AR35-05,12,GI03FLMB,59.7123333333333,-39.3613333333333,2019-08-15 15:39:18+00:00,12,*0000000000000101,2816.0,D:\Data\ar35-05012.hex,*0000000000000100,2.0,1.0,2019-08-15 16:53:28+00:00,2228.597,1.0,2195.957,59.71226,-39.36068,3.0099,1.0,3.0114,1.0,3.256793,1.0,3.256072,1.0,34.9278,34.9175,5.1081,3.0,7.42555,,,-0.0133,100.3326,3.0,,,6.35,1.0,1.0,,,,,,,,,,,,,34.9268,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.09100651893123,2.8331731824632556,1038.0167879300632,1038.0167879300632,,
AR35-05,12,GI03FLMB,59.7123333333333,-39.3613333333333,2019-08-15 15:39:18+00:00,12,*0000000000000101,2816.0,D:\Data\ar35-05012.hex,*0000000000000100,3.0,1.0,2019-08-15 17:02:14+00:00,1825.609,1.0,1800.57,59.71218,-39.36044,3.3921,1.0,3.3934,1.0,3.274231,1.0,3.273651,1.0,34.9248,34.9166,5.3095,3.0,7.35635,,,-0.0132,100.3307,3.0,,,6.328,1.0,1.0,,,,,,,,,,,,,34.9242,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.08876016646355,3.246595124249593,1036.1543063021063,1036.1543063021063,,
AR35-05,12,GI03FLMB,59.7123333333333,-39.3613333333333,2019-08-15 15:39:18+00:00,12,*0000000000000101,2816.0,D:\Data\ar35-05012.hex,*0000000000000100,4.0,1.0,2019-08-15 17:09:33+00:00,1522.524,1.0,1502.716,59.71209,-39.36006,3.4215,1.0,3.4232,1.0,3.261581,1.0,3.260963,1.0,34.8919,34.8827,5.0023,3.0,7.35272,,,-0.0129,100.3233,3.0,,,6.596,1.0,1.0,,,,,,,,,,,,,34.8918,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.055019538847084,3.303320600762429,1034.7572599567889,1034.7572599567889,,
AR35-05,12,GI03FLMB,59.7123333333333,-39.3613333333333,2019-08-15 15:39:18+00:00,12,*0000000000000101,2816.0,D:\Data\ar35-05012.hex,*0000000000000100,5.0,1.0,2019-08-15 17:20:21+00:00,1012.943,1.0,1000.974,59.71202,-39.35948,3.3807,1.0,3.3815,1.0,3.234469,1.0,3.233813,1.0,34.8694,34.8607,5.901,3.0,7.36118,,,-0.0109,100.2734,3.0,,,6.786,1.0,1.0,,,,,,,,,,,,,34.8694,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.032513520710914,3.3053092478069095,1032.4271362045333,1032.4271362045333,,
AR35-05,12,GI03FLMB,59.7123333333333,-39.3613333333333,2019-08-15 15:39:18+00:00,12,*0000000000000101,2816.0,D:\Data\ar35-05012.hex,*0000000000000100,6.0,1.0,2019-08-15 17:27:15+00:00,760.787,1.0,752.251,59.712,-39.35936,3.5138,1.0,3.5152,1.0,3.236282,1.0,3.235725,1.0,34.8809,34.8728,5.4558,3.0,7.33669,,,-0.0109,100.2732,3.0,,,6.726,1.0,1.0,,,,,,,,,,,,,34.8823,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.04425551282167,3.4572081192874946,1031.264399125769,1031.264399125769,,
AR35-05,12,GI03FLMB,59.7123333333333,-39.3613333333333,2019-08-15 15:39:18+00:00,12,*0000000000000101,2816.0,D:\Data\ar35-05012.hex,*0000000000000100,7.0,1.0,2019-08-15 17:35:56+00:00,353.207,1.0,349.586,59.71192,-39.3592,3.6676,1.0,3.6681,1.0,3.230081,1.0,3.229358,1.0,34.8601,34.8509,6.6612,3.0,7.31029,,,-0.0045,100.1142,3.0,,,6.804,1.0,1.0,,,,,,,,,,,,,34.8591,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.02247387598473,3.6401711257286102,1029.34962597272,1029.34962597272,,
AR35-05,12,GI03FLMB,59.7123333333333,-39.3613333333333,2019-08-15 15:39:18+00:00,12,*0000000000000101,2816.0,D:\Data\ar35-05012.hex,*0000000000000100,8.0,1.0,2019-08-15 17:41:30+00:00,183.212,1.0,181.409,59.71189,-39.3587,3.9167,1.0,3.9175,1.0,3.242677,1.0,3.241978,1.0,34.8372,34.8281,6.6365,3.0,7.26731,,,0.001,99.9748,3.0,,,6.764,1.0,1.0,,,,,,,,,,,,,34.8367,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,34.99932856131409,3.9009900903366512,1028.5160558345651,1028.5160558345651,,
AR35-05,12,GI03FLMB,59.7123333333333,-39.3613333333333,2019-08-15 15:39:18+00:00,12,*0000000000000101,2816.0,D:\Data\ar35-05012.hex,*0000000000000100,9.0,1.0,2019-08-15 17:44:08+00:00,131.748,1.0,130.467,59.71187,-39.3584,4.0037,1.0,4.0044,1.0,3.245388,1.0,3.244704,1.0,34.805,34.7962,6.7403,3.0,7.2536,,,0.0048,99.8805,3.0,,,6.886,1.0,1.0,,,,,,,,,,,,,34.8013,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,34.96700773685097,3.9917287261244447,1028.242156615406,1028.242156615406,,
AR35-05,12,GI03FLMB,59.7123333333333,-39.3613333333333,2019-08-15 15:39:18+00:00,12,*0000000000000101,2816.0,D:\Data\ar35-05012.hex,*0000000000000100,10.0,1.0,2019-08-15 17:46:46+00:00,91.494,1.0,90.613,59.71181,-39.35818,4.3376,1.0,4.3386,1.0,3.27099,1.0,3.270315,1.0,34.7765,34.7675,6.682,3.0,7.19681,,,0.0607,98.4939,3.0,,,6.818,1.0,1.0,,,,,,,,,,,,,34.7746,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,34.93813316393317,4.32838757299697,1027.9959989050187,1027.9959989050187,,
AR35-05,12,GI03FLMB,59.7123333333333,-39.3613333333333,2019-08-15 15:39:18+00:00,12,*0000000000000101,2816.0,D:\Data\ar35-05012.hex,*0000000000000100,11.0,1.0,2019-08-15 17:49:00+00:00,61.757,1.0,61.167,59.71178,-39.35792,4.9055,1.0,4.914,1.0,3.318266,1.0,3.31834,1.0,34.7493,34.7412,6.7058,3.0,7.10102,,,0.0705,98.253,3.0,,,6.849,1.0,1.0,,,,,,,,,,,,,34.7522,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,34.91102782252656,4.90177217830319,1027.7719057591553,1027.7719057591553,,
AR35-05,12,GI03FLMB,59.7123333333333,-39.3613333333333,2019-08-15 15:39:18+00:00,12,*0000000000000101,2816.0,D:\Data\ar35-05012.hex,*0000000000000100,12.0,1.0,2019-08-15 17:52:14+00:00,30.297,1.0,30.01,59.71177,-39.35765,10.1694,1.0,10.1699,1.0,3.784014,1.0,3.78314,1.0,34.5681,34.5587,6.3263,3.0,6.30908,,,0.4451,89.4683,3.0,,,6.525,1.0,1.0,12/01,12/01,,9.0,3.0,,,,,,,,34.5686,1.0,1.0,2290.8,1.0,1.0,2087.85,1.0,1.0,,,,,7.8569,25.0,1.0,1.0,2290.7999999999997,2087.8499999999995,367.94599322346465,8.091811742717681,16.033185303417444,,148.82824586392002,,,34.7277940323224,10.164030720995118,1026.7224108830962,1026.7224108830962,694.9650029669383,7.844140781830073
AR35-05,12,GI03FLMB,59.7123333333333,-39.3613333333333,2019-08-15 15:39:18+00:00,12,*0000000000000101,2816.0,D:\Data\ar35-05012.hex,*0000000000000100,12.0,1.0,2019-08-15 17:52:14+00:00,30.297,1.0,30.01,59.71177,-39.35765,10.1694,1.0,10.1699,1.0,3.784014,1.0,3.78314,1.0,34.5681,34.5587,6.3263,3.0,6.30908,,,0.4451,89.4683,3.0,,,,,,12/02,12/02,,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7277940323224,10.164030720995118,1026.7224108830962,1026.7224108830962,,
AR35-05,12,GI03FLMB,59.7123333333333,-39.3613333333333,2019-08-15 15:39:18+00:00,12,*0000000000000101,2816.0,D:\Data\ar35-05012.hex,*0000000000000100,13.0,1.0,2019-08-15 17:52:35+00:00,31.184,1.0,30.889,59.71176,-39.35761,10.1632,1.0,10.1691,1.0,3.78348,1.0,3.783122,1.0,34.5682,34.5589,6.3265,3.0,6.30993,,,0.4472,89.4239,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.727966239534254,10.160424890385814,1026.727158665589,1026.727158665589,,
AR35-05,12,GI03FLMB,59.7123333333333,-39.3613333333333,2019-08-15 15:39:18+00:00,12,*0000000000000101,2816.0,D:\Data\ar35-05012.hex,*0000000000000100,14.0,1.0,2019-08-15 17:54:09+00:00,21.31,1.0,21.109,59.7117,-39.3575,10.1711,1.0,10.1718,1.0,3.783806,1.0,3.78296,1.0,34.5685,34.5592,6.3395,3.0,6.30884,,,0.4494,89.3727,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72818598413786,10.166865235483034,1026.6817628464185,1026.6817628464185,,
AR35-05,12,GI03FLMB,59.7123333333333,-39.3613333333333,2019-08-15 15:39:18+00:00,12,*0000000000000101,2816.0,D:\Data\ar35-05012.hex,*0000000000000100,15.0,1.0,2019-08-15 17:55:39+00:00,7.173,1.0,7.106,59.71172,-39.35738,10.1745,1.0,10.1764,1.0,3.783513,1.0,3.782782,1.0,34.5687,34.5594,6.3387,3.0,6.30836,,,0.4545,89.2603,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.72864702519881,10.172494147841523,1026.6174857248525,1026.6174857248525,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,1.0,1.0,2019-08-15 20:52:16+00:00,2642.204,1.0,2600.992,59.75882,-39.88735,1.4376,1.0,1.4382,1.0,3.131148,1.0,3.130497,1.0,34.8805,34.8718,6.5448,3.0,7.72579,,,0.0151,99.6226,,,,6.879,1.0,1.0,,,,,,,,,,,,,34.8808,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.04451239007228,1.2534458347501778,1040.05454134313,1040.05454134313,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,2.0,1.0,2019-08-15 21:01:21+00:00,2233.528,1.0,2200.782,59.7585,-39.88716,3.0091,1.0,3.0103,1.0,3.256622,1.0,3.255963,1.0,34.9243,34.9151,6.0315,3.0,7.42588,,,-0.0154,100.3866,,,,6.652,1.0,1.0,,,,,,,,,,,,,34.8671,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.08805766208439,2.831808769700307,1038.036653331434,1038.036653331434,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,3.0,1.0,2019-08-15 21:10:06+00:00,1826.685,1.0,1801.62,59.75786,-39.88677,3.4513,1.0,3.4519,1.0,3.279896,1.0,3.279193,1.0,34.9291,34.9201,5.9162,3.0,7.34551,,,-0.0155,100.3891,,,,6.314,1.0,1.0,,,,,,,,,,,,,34.9281,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.09267904736825,3.304421485732155,1036.1538178747467,1036.1538178747467,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,4.0,1.0,2019-08-15 21:17:15+00:00,1522.032,1.0,1502.227,59.7576,-39.88697,3.5006,1.0,3.5009,1.0,3.269464,1.0,3.268725,1.0,34.9022,34.8932,6.055,3.0,7.338,,,-0.0146,100.3647,,,,6.535,1.0,1.0,,,,,,,,,,,,,34.9012,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.06546924472643,3.3806446420401386,1034.7525755087381,1034.7525755087381,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,5.0,1.0,2019-08-15 21:27:45+00:00,1013.835,1.0,1001.85,59.7574,-39.88705,3.4501,1.0,3.4506,1.0,3.24145,1.0,3.240731,1.0,34.8787,34.8696,6.4251,3.0,7.34823,,,-0.014,100.3502,,,,6.772,1.0,1.0,,,,,,,,,,,,,34.8792,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.0416580887509,3.373767509031081,1032.4298973696075,1032.4298973696075,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,6.0,1.0,2019-08-15 21:31:37+00:00,913.262,1.0,902.683,59.75724,-39.88697,3.4867,1.0,3.4872,1.0,3.240548,1.0,3.239844,1.0,34.8811,34.8722,6.3474,3.0,7.34154,,,-0.0137,100.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.04414695645169,3.4180141240863042,1031.967131301976,1031.967131301976,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,7.0,1.0,2019-08-15 21:36:30+00:00,758.628,1.0,750.117,59.757,-39.88682,3.5789,1.0,3.5795,1.0,3.242612,1.0,3.241904,1.0,34.8885,34.8794,6.3033,3.0,7.32468,,,-0.0126,100.3153,,,,6.69,1.0,1.0,,,,,,,,,,,,,34.8901,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.05139051501148,3.521542810795458,1031.2524583676768,1031.2524583676768,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,8.0,1.0,2019-08-15 21:43:23+00:00,556.254,1.0,550.281,59.75696,-39.88679,3.693,1.0,3.7075,1.0,3.243539,1.0,3.244224,1.0,34.885,34.8778,6.2477,3.0,7.30453,,,-0.0098,100.2452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.048667813134564,3.6572656538622774,1030.3048959501375,1030.3048959501375,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,9.0,1.0,2019-08-15 21:49:14+00:00,354.267,1.0,350.633,59.75709,-39.88689,4.0869,1.0,4.0868,1.0,3.270958,1.0,3.270174,1.0,34.9002,34.8911,6.107,3.0,7.23437,,,-0.0073,100.1838,,,,6.446,1.0,1.0,,,,,,,,,,,,,34.8981,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.06282102008603,4.057065229736613,1029.3395143287364,1029.3395143287364,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,10.0,1.0,2019-08-15 21:49:25+00:00,354.494,1.0,350.858,59.7571,-39.88689,4.0841,1.0,4.0839,1.0,3.27068,1.0,3.269893,1.0,34.8998,34.8907,5.8355,3.0,7.23489,,,-0.007,100.1764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.06241929278282,4.054213493836125,1029.3405721421166,1029.3405721421166,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,11.0,1.0,2019-08-15 21:54:34+00:00,182.213,1.0,180.419,59.75722,-39.88698,4.6626,1.0,4.6556,1.0,3.314341,1.0,3.312789,1.0,34.8942,34.8834,5.9254,3.0,7.13532,,,0.0028,99.9295,,,,6.399,1.0,1.0,,,,,,,,,,,,,34.8938,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.055743916373544,4.64066794253367,1028.4725886726255,1028.4725886726255,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,12.0,1.0,2019-08-15 21:54:42+00:00,182.257,1.0,180.462,59.75722,-39.88697,4.6617,1.0,4.661,1.0,3.314196,1.0,3.313367,1.0,34.8934,34.8844,6.0939,3.0,7.13551,,,0.0036,99.9103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.05584451219272,4.6429080265265865,1028.4726087678073,1028.4726087678073,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,13.0,1.0,2019-08-15 21:57:04+00:00,131.538,1.0,130.259,59.7572,-39.88696,5.1473,1.0,5.1477,1.0,3.358375,1.0,3.357627,1.0,34.9241,34.9151,5.9017,3.0,7.05211,,,0.0035,99.9133,,,,6.302,1.0,1.0,,,,,,,,,,,,,34.9233,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.0865744035506,5.131609309811344,1028.204658255153,1028.204658255153,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,14.0,1.0,2019-08-15 21:57:13+00:00,131.239,1.0,129.963,59.7572,-39.88694,5.1463,1.0,5.1468,1.0,3.358265,1.0,3.357533,1.0,34.9241,34.9151,5.7707,3.0,7.05229,,,0.0053,99.8681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.086573526740956,5.130685100019148,1028.203392286114,1028.203392286114,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,15.0,1.0,2019-08-15 22:09:03+00:00,91.93,1.0,91.045,59.75685,-39.88675,5.5105,1.0,5.5105,1.0,3.389242,1.0,3.388461,1.0,34.9211,34.9121,6.0404,3.0,6.99207,,,0.0302,99.248,,,,6.392,1.0,1.0,,,,,,,,,,,,,34.9215,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.083425461768456,5.497202621743743,1027.9748396034097,1027.9748396034097,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,16.0,1.0,2019-08-15 22:09:15+00:00,90.301,1.0,89.432,59.75684,-39.88674,5.5102,1.0,5.5106,1.0,3.389124,1.0,3.388376,1.0,34.9209,34.9119,6.0261,3.0,6.99213,,,0.0041,99.8974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.08321503114938,5.497239242192807,1027.9671732052986,1027.9671732052986,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,17.0,1.0,2019-08-15 22:11:54+00:00,60.833,1.0,60.252,59.75674,-39.88665,6.1252,1.0,6.1245,1.0,3.44349,1.0,3.442588,1.0,34.9173,34.9078,5.9469,3.0,6.89244,,,0.1048,97.4144,,,,6.508,1.0,1.0,,,,,,,,,,,,,34.9211,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.07911772912526,6.113328611720705,1027.7498801709694,1027.7498801709694,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,18.0,1.0,2019-08-15 22:12:06+00:00,61.477,1.0,60.889,59.75672,-39.88665,6.1186,1.0,6.1191,1.0,3.442976,1.0,3.44222,1.0,34.918,34.909,6.1121,3.0,6.89347,,,0.1055,97.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.080078450626964,6.107268068551587,1027.7543813906884,1027.7543813906884,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,19.0,1.0,2019-08-15 22:15:01+00:00,30.656,1.0,30.366,59.75647,-39.88649,10.2042,1.0,10.2035,1.0,3.799402,1.0,3.798484,1.0,34.6913,34.6826,5.9539,3.0,6.29936,,,0.1889,95.386,,,,6.53,1.0,1.0,13/01,13/01,,9.0,3.0,,,,,,,,34.6912,1.0,1.0,2299.0,1.0,1.0,2097.4,1.0,1.0,,,,,7.8582,25.0,1.0,1.0,2299.0,2097.4,374.9949123146856,8.092627302042969,16.310477476676446,,148.1631619851668,,,34.8519387333853,10.195864492100057,1026.8145131458332,1026.8145131458332,706.8264230640561,7.838931133458165
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,19.0,1.0,2019-08-15 22:15:01+00:00,30.656,1.0,30.366,59.75647,-39.88649,10.2042,1.0,10.2035,1.0,3.799402,1.0,3.798484,1.0,34.6913,34.6826,5.9539,3.0,6.29936,,,0.1889,95.386,,,,,,,13/02,13/02,,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8519387333853,10.195864492100057,1026.8145131458332,1026.8145131458332,,
AR35-05,13,GI03FLMA,59.7611666666667,-39.8835,2019-08-15 20:04:17+00:00,13,*0000000000000101,2699.0,D:\Data\ar35-05013.hex,*0000000000000100,20.0,1.0,2019-08-15 22:15:13+00:00,30.863,1.0,30.57,59.75646,-39.88648,10.219,1.0,10.2178,1.0,3.800436,1.0,3.799417,1.0,34.6875,34.6783,6.0241,3.0,6.2975,,,0.1848,95.4855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.84787458422051,10.21046317728565,1026.809776124666,1026.809776124666,,
