Cruise,Station,Target Asset,Start Latitude [degrees],Start Longitude [degrees],Start Time [UTC],Cast,Cast Flag,Bottom Depth at Start Position [m],CTD File,CTD File Flag,Niskin/Bottle Position,Niskin Flag,CTD Bottle Closure Time [UTC],CTD Pressure [db],CTD Pressure Flag,CTD Depth [m],CTD Latitude [deg],CTD Longitude [deg],CTD Temperature 1 [deg C],CTD Temperature 1 Flag,CTD Temperature 2 [deg C],CTD Temperature 2 Flag,CTD Conductivity 1 [S/m],CTD Conductivity 1 Flag,CTD Conductivity 2 [S/m],CTD Conductivity 2 Flag,CTD Salinity 1 [psu],CTD Salinity 2 [psu],CTD Oxygen [mL/L],CTD Oxygen Flag,CTD Oxygen Saturation [mL/L],CTD Fluorescence [mg/m^3],CTD Fluorescence Flag,CTD Beam Attenuation [1/m],CTD Beam Transmission [%],CTD Transmissometer Flag,CTD pH,CTD pH Flag,Discrete Oxygen [mL/L],Discrete Oxygen Flag,Discrete Oxygen Replicate Flag,Discrete Chlorophyll [ug/L],Discrete Phaeopigment [ug/L],Discrete Fo/Fa Ratio,Discrete Fluorescence Flag,Discrete Fluorescence Replicate Flag,Discrete Phosphate [uM],Discrete Silicate [uM],Discrete Nitrate [uM],Discrete Nitrite [uM],Discrete Ammonium [uM],Discrete Nutrients Flag,Discrete Nutrients Replicate Flag,Discrete Salinity [psu],Discrete Salinity Flag,Discrete Salinity Replicate Flag,Discrete Alkalinity [umol/kg],Discrete Alkalinity Flag,Discrete Alkalinity Replicate Flag,Discrete DIC [umol/kg],Discrete DIC Flag,Discrete DIC Replicate Flag,Discrete pCO2 [uatm],pCO2 Analysis Temp [deg C],Discrete pCO2 Flag,Discrete pCO2 Replicate Flag,Discrete pH [Total scale],pH Analysis Temp [deg C],Discrete pH Flag,Discrete pH Replicate Flag,Calculated Alkalinity [umol/kg],Calculated DIC [umol/kg],Calculated pCO2 [uatm],Calculated pH,Calculated CO2aq [umol/kg],Calculated Bicarb [umol/kg],Calculated CO3 [umol/kg],Calculated Omega-C,Calculated Omega-A,CTD Absolute Salinity [g/kg],CTD Conservative Temperature,CTD Density [kg/m^3],CTD Sigma [kg/m^3],Calculated pCO2 [lab conditions],Calculated pH [lab conditions]
AR21,10,FLMB,59.7161666666667,-39.3381666666667,2017-08-07 16:14:21+00:00,10,*0000000000000100,2848.0,D:\Data\AR21_010.hex,*0000000000000100,12.0,1.0,2017-08-07 18:07:52+00:00,36.246,1.0,35.902,59.71622,-39.33818,6.2518,1.0,6.2414,1.0,3.455019,1.0,3.453643,1.0,34.9295,34.9246,5.586,1.0,6.87166,,,0.2231,94.5747,1.0,,,,,,0.353323049073336,0.194023004236097,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.09331900940758,6.236875380038421,1027.6319676380074,1027.6319676380074,,
AR21,11,FLMA,59.7696666666667,-39.861,2017-08-08 15:55:08+00:00,11,*0000000000000100,2720.0,D:\Data\AR21_011.hex,*0000000000000100,1.0,1.0,2017-08-08 16:45:00+00:00,2694.099,1.0,2651.756,59.7696,-39.86104,1.6383,1.0,1.638,1.0,3.151352,1.0,3.151159,1.0,34.8896,34.8876,5.5188,1.0,7.68613,,,0.1408,96.5396,1.0,,,6.928,1.0,1.0,,,,,,,,,,,,,34.9281,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.05701899560086,1.4445582160438566,1040.2669743954445,1040.2669743954445,,
AR21,11,FLMA,59.7696666666667,-39.861,2017-08-08 15:55:08+00:00,11,*0000000000000100,2720.0,D:\Data\AR21_011.hex,*0000000000000100,2.0,1.0,2017-08-08 16:57:52+00:00,2030.655,1.0,2001.832,59.76958,-39.86104,3.0931,1.0,3.0948,1.0,3.256316,1.0,3.256259,1.0,34.9285,34.926,5.0712,1.0,7.41032,,,0.1265,96.8852,1.0,,,6.329,1.0,1.0,,,,,,,,,,,,,34.8731,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.09546754550144,2.9335224900329075,1037.1225775543144,1037.1225775543144,,
AR21,11,FLMA,59.7696666666667,-39.861,2017-08-08 15:55:08+00:00,11,*0000000000000100,2720.0,D:\Data\AR21_011.hex,*0000000000000100,3.0,1.0,2017-08-08 17:02:18+00:00,1832.684,1.0,1807.51,59.7696,-39.86104,3.2668,1.0,3.2686,1.0,3.263701,1.0,3.263656,1.0,34.9285,34.9261,5.069,1.0,7.37878,,,0.1273,96.8675,1.0,,,6.305,1.0,1.0,,,,,,,,,,,,,34.8958,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.09539573206179,3.122690159887379,1036.2089804480252,1036.2089804480252,,
AR21,11,FLMA,59.7696666666667,-39.861,2017-08-08 15:55:08+00:00,11,*0000000000000100,2720.0,D:\Data\AR21_011.hex,*0000000000000100,4.0,1.0,2017-08-08 17:08:42+00:00,1527.886,1.0,1507.982,59.7696,-39.86104,3.5608,1.0,3.5625,1.0,3.276953,1.0,3.276885,1.0,34.9247,34.9221,5.0784,1.0,7.32611,,,0.1293,96.8187,1.0,,,6.294,1.0,1.0,,,,,,,,,,,,,34.8954,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.0912961249661,3.4399460848525254,1034.7909100449067,1034.7909100449067,,
AR21,11,FLMA,59.7696666666667,-39.861,2017-08-08 15:55:08+00:00,11,*0000000000000100,2720.0,D:\Data\AR21_011.hex,*0000000000000100,5.0,1.0,2017-08-08 17:24:47+00:00,762.379,1.0,753.818,59.76958,-39.86106,3.4064,1.0,3.4079,1.0,3.22585,1.0,3.225758,1.0,34.8695,34.8668,5.6132,1.0,7.35655,,,0.1317,96.7625,1.0,,,6.882,1.0,1.0,,,,,,,,,,,,,34.9111,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.035517552185006,3.350586136354608,1031.2774074271124,1031.2774074271124,,
AR21,11,FLMA,59.7696666666667,-39.861,2017-08-08 15:55:08+00:00,11,*0000000000000100,2720.0,D:\Data\AR21_011.hex,*0000000000000100,6.0,1.0,2017-08-08 17:32:38+00:00,357.919,1.0,354.244,59.76958,-39.86105,3.738,1.0,3.7394,1.0,3.240147,1.0,3.240008,1.0,34.9028,34.8997,5.5459,1.0,7.29566,,,0.1329,96.7318,1.0,,,6.768,1.0,1.0,,,,,,,,,,,,,34.9291,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.068450316610836,3.7099334767183545,1029.3999620070463,1029.3999620070463,,
AR21,11,FLMA,59.7696666666667,-39.861,2017-08-08 15:55:08+00:00,11,*0000000000000100,2720.0,D:\Data\AR21_011.hex,*0000000000000100,7.0,1.0,2017-08-08 17:36:41+00:00,186.693,1.0,184.853,59.76959,-39.86104,4.1454,1.0,4.1468,1.0,3.270206,1.0,3.270064,1.0,34.9193,34.9162,5.4571,1.0,7.22324,,,0.1365,96.6441,1.0,,,6.685,1.0,1.0,,,,,,,,,,,,,34.9704,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.0848440402749,4.128274983693524,1028.5746963070123,1028.5746963070123,,
AR21,11,FLMA,59.7696666666667,-39.861,2017-08-08 15:55:08+00:00,11,*0000000000000100,2720.0,D:\Data\AR21_011.hex,*0000000000000100,8.0,1.0,2017-08-08 17:38:50+00:00,136.242,1.0,134.916,59.76958,-39.86104,4.3132,1.0,4.3135,1.0,3.28301,1.0,3.282823,1.0,34.92,34.9174,5.4631,1.0,7.19408,,,0.1397,96.5677,1.0,,,6.634,1.0,1.0,,,,,,,,,,,,,34.9531,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.08568361786654,4.298818179562868,1028.3228597858647,1028.3228597858647,,
AR21,11,FLMA,59.7696666666667,-39.861,2017-08-08 15:55:08+00:00,11,*0000000000000100,2720.0,D:\Data\AR21_011.hex,*0000000000000100,9.0,1.0,2017-08-08 17:40:36+00:00,96.207,1.0,95.279,59.76958,-39.86104,4.4758,1.0,4.476,1.0,3.294898,1.0,3.294636,1.0,34.9095,34.9062,5.4469,1.0,7.16656,,,0.1405,96.5484,1.0,,,6.657,1.0,1.0,,,,,,,,,,,,,34.8012,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.074658191114835,4.464126491970905,1028.1103141324775,1028.1103141324775,,
AR21,11,FLMA,59.7696666666667,-39.861,2017-08-08 15:55:08+00:00,11,*0000000000000100,2720.0,D:\Data\AR21_011.hex,*0000000000000100,10.0,1.0,2017-08-08 17:42:23+00:00,65.899,1.0,65.269,59.7696,-39.86104,4.8529,1.0,4.8312,1.0,3.32778,1.0,3.325349,1.0,34.9129,34.9074,5.4726,1.0,7.10212,,,0.1581,96.1244,1.0,,,6.69,1.0,1.0,,,,,,,,,,,,,34.7959,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.07675438596615,4.831940253266651,1027.9296747644573,1027.9296747644573,,
AR21,11,FLMA,59.7696666666667,-39.861,2017-08-08 15:55:08+00:00,11,*0000000000000100,2720.0,D:\Data\AR21_011.hex,*0000000000000100,11.0,1.0,2017-08-08 17:44:00+00:00,35.87,1.0,35.529,59.7696,-39.86104,7.1207,1.0,7.1176,1.0,3.527692,1.0,3.526895,1.0,34.851,34.8455,5.7009,1.0,6.73906,,,0.2495,93.9516,1.0,,,6.632,1.0,1.0,0.312102360521012,0.143565182540999,,1.0,3.0,,,,,,,,34.7963,1.0,1.0,2323.12853069181,1.0,1.0,2122.17953438049,1.0,1.0,,,,,7.83771568168303,25.0,1.0,1.0,2323.12853069181,2122.17953438049,331.63710605627125,8.122894147015733,15.997259022091109,,146.4279958767052,,,35.01413456585187,7.1096807495442915,1027.4493183933462,1027.4493183933462,724.7041461588542,7.833389526263851
AR21,11,FLMA,59.7696666666667,-39.861,2017-08-08 15:55:08+00:00,11,*0000000000000100,2720.0,D:\Data\AR21_011.hex,*0000000000000100,11.0,1.0,2017-08-08 17:44:00+00:00,35.87,1.0,35.529,59.7696,-39.86104,7.1207,1.0,7.1176,1.0,3.527692,1.0,3.526895,1.0,34.851,34.8455,5.7009,1.0,6.73906,,,0.2495,93.9516,1.0,,,,,,0.266753594001284,0.137195006072357,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.01413456585187,7.1096807495442915,1027.4493183933462,1027.4493183933462,,
AR21,12,Glider box,59.8535,-39.1281666666667,2017-08-09 13:01:16+00:00,12,*0000000000000100,2840.0,D:\Data\AR21_012.hex,*0000000000000100,1.0,1.0,2017-08-09 13:22:30+00:00,1013.023,1.0,1001.041,59.85358,-39.12815,3.3917,1.0,3.3937,1.0,3.235283,1.0,3.235214,1.0,34.8674,34.8645,5.5406,1.0,7.3593,,,0.1591,96.1004,1.0,,,6.849,1.0,1.0,,,,,,0.520621313409359,3.52326362687231,5.55415551414535,0,1.519,1.0,1.0,34.8684,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.033420988570455,3.316789084163647,1032.426795045521,1032.426795045521,,
AR21,12,Glider box,59.8535,-39.1281666666667,2017-08-09 13:01:16+00:00,12,*0000000000000100,2840.0,D:\Data\AR21_012.hex,*0000000000000100,2.0,1.0,2017-08-09 13:22:38+00:00,1012.963,1.0,1000.983,59.85358,-39.12816,3.3913,1.0,3.3931,1.0,3.235246,1.0,3.235149,1.0,34.8674,34.8644,5.5428,1.0,7.35937,,,0.1575,96.1382,1.0,,,6.869,1.0,1.0,,,,,,,,,,,,,34.8708,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.03337072809233,3.3162988862192124,1032.426542394943,1032.426542394943,,
AR21,12,Glider box,59.8535,-39.1281666666667,2017-08-09 13:01:16+00:00,12,*0000000000000100,2840.0,D:\Data\AR21_012.hex,*0000000000000100,3.0,1.0,2017-08-09 13:27:22+00:00,810.035,1.0,800.843,59.85358,-39.12814,3.5219,1.0,3.5237,1.0,3.239404,1.0,3.239302,1.0,34.8839,34.8807,5.5284,1.0,7.33511,,,0.1542,96.2168,1.0,,,6.874,1.0,1.0,,,,,,,,,,,,,34.8853,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.04976866892343,3.461591491906178,1031.493920960143,1031.493920960143,,
AR21,12,Glider box,59.8535,-39.1281666666667,2017-08-09 13:01:16+00:00,12,*0000000000000100,2840.0,D:\Data\AR21_012.hex,*0000000000000100,4.0,1.0,2017-08-09 13:27:30+00:00,810.288,1.0,801.093,59.85358,-39.12814,3.5211,1.0,3.5229,1.0,3.239341,1.0,3.239244,1.0,34.8838,34.8807,5.5278,1.0,7.33525,,,0.1541,96.219,1.0,,,6.818,1.0,1.0,,,,,,,,,,,,,34.8857,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.049718570047744,3.460778356740993,1031.4951379850654,1031.4951379850654,,
AR21,12,Glider box,59.8535,-39.1281666666667,2017-08-09 13:01:16+00:00,12,*0000000000000100,2840.0,D:\Data\AR21_012.hex,*0000000000000100,5.0,1.0,2017-08-09 13:35:58+00:00,405.967,1.0,401.75,59.85358,-39.12814,3.7697,1.0,3.7712,1.0,3.245311,1.0,3.245172,1.0,34.9049,34.9016,5.5267,1.0,7.28995,,,0.1525,96.2596,1.0,,,6.779,1.0,1.0,,,,,,0.628674793550924,4.28073889537829,7.24495973798634,0.045333333333333,1.25,1.0,1.0,34.9054,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.0704936965024,3.7380353182729875,1029.6203116501822,1029.6203116501822,,
AR21,12,Glider box,59.8535,-39.1281666666667,2017-08-09 13:01:16+00:00,12,*0000000000000100,2840.0,D:\Data\AR21_012.hex,*0000000000000100,6.0,1.0,2017-08-09 13:36:06+00:00,405.886,1.0,401.669,59.85358,-39.12814,3.7706,1.0,3.772,1.0,3.245392,1.0,3.245252,1.0,34.9049,34.9017,5.527,1.0,7.28978,,,0.1519,96.2739,1.0,,,6.799,1.0,1.0,,,,,,0.570227683837987,4.15660591901922,7.50616296798238,0,1.3875,1.0,1.0,34.9206,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.07054385418475,3.7388870832279517,1029.6198815888492,1029.6198815888492,,
AR21,12,Glider box,59.8535,-39.1281666666667,2017-08-09 13:01:16+00:00,12,*0000000000000100,2840.0,D:\Data\AR21_012.hex,*0000000000000100,7.0,1.0,2017-08-09 13:44:07+00:00,54.053,1.0,53.536,59.85358,-39.12814,6.1175,1.0,6.08,1.0,3.440019,1.0,3.436366,1.0,34.8896,34.8871,5.5969,1.0,6.89496,,,0.1933,95.2834,1.0,,,6.826,1.0,1.0,0.310657442185267,0.152830133847356,,1.0,1.0,0.831029492725128,6.87960801744901,15.7275926365125,0.151333333333333,1.004,1.0,1.0,34.8968,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.05472846483697,6.088169503180555,1027.7029188763363,1027.7029188763363,,
AR21,12,Glider box,59.8535,-39.1281666666667,2017-08-09 13:01:16+00:00,12,*0000000000000100,2840.0,D:\Data\AR21_012.hex,*0000000000000100,8.0,1.0,2017-08-09 13:44:15+00:00,53.282,1.0,52.774,59.85358,-39.12814,6.0092,1.0,5.9721,1.0,3.430706,1.0,3.427387,1.0,34.8965,34.8972,5.5652,1.0,6.91206,,,0.2008,95.1049,1.0,,,6.818,1.0,1.0,0.308349396828547,0.161672815156197,,1.0,1.0,,,,,,,,34.92,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,35.06326140314289,5.980157019626473,1027.7200710557972,1027.7200710557972,,
AR21,12,Glider box,59.8535,-39.1281666666667,2017-08-09 13:01:16+00:00,12,*0000000000000100,2840.0,D:\Data\AR21_012.hex,*0000000000000100,9.0,1.0,2017-08-09 13:45:47+00:00,33.099,1.0,32.785,59.85358,-39.12814,7.2738,1.0,7.2486,1.0,3.539824,1.0,3.537462,1.0,34.8309,34.8305,5.6561,1.0,6.71648,,,0.2503,93.9348,1.0,,,6.883,1.0,1.0,0.319801273286845,0.129644334393841,,1.0,1.0,0.312372788045615,1.20541043426126,4.05256925856909,0.072333333333333,1.659,1.0,1.0,34.8186,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,34.996425917007976,7.2521273042212115,1027.402642935284,1027.402642935284,,
AR21,12,Glider box,59.8535,-39.1281666666667,2017-08-09 13:01:16+00:00,12,*0000000000000100,2840.0,D:\Data\AR21_012.hex,*0000000000000100,10.0,1.0,2017-08-09 13:45:54+00:00,33.308,1.0,32.992,59.85358,-39.12814,7.3477,1.0,7.2948,1.0,3.546488,1.0,3.541621,1.0,34.8292,34.8293,5.6594,1.0,6.70526,,,0.2507,93.9254,1.0,,,6.889,1.0,1.0,0.313422881913945,0.11221260262306,,1.0,1.0,0.277009830908376,0.835652632340628,2.81554802642724,0,1.712,1.0,1.0,34.8257,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,34.99497412557875,7.312128595200346,1027.3938974212463,1027.3938974212463,,
AR21,12,Glider box,59.8535,-39.1281666666667,2017-08-09 13:01:16+00:00,12,*0000000000000100,2840.0,D:\Data\AR21_012.hex,*0000000000000100,11.0,1.0,2017-08-09 13:47:50+00:00,5.929,1.0,5.873,59.85358,-39.12814,8.7644,1.0,8.7612,1.0,3.666858,1.0,3.666445,1.0,34.7259,34.7247,5.4974,1.0,6.49963,,,0.275,93.3555,1.0,,,6.715,1.0,1.0,0.2337751191961,0.071133622760983,,1.0,1.0,0.24262917813606,0.627531812402444,2.77356937150601,0,1.946,1.0,1.0,34.741,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,34.890665122448404,8.75725571691168,1026.9707352885189,1026.9707352885189,,
AR21,12,Glider box,59.8535,-39.1281666666667,2017-08-09 13:01:16+00:00,12,*0000000000000100,2840.0,D:\Data\AR21_012.hex,*0000000000000100,12.0,1.0,2017-08-09 13:47:57+00:00,5.633,1.0,5.579,59.85358,-39.12814,8.7511,1.0,8.7555,1.0,3.666036,1.0,3.666116,1.0,34.7305,34.727,5.5008,1.0,6.50136,,,0.277,93.3103,1.0,,,6.721,1.0,1.0,0.224104322957577,0.080902289261051,,1.0,1.0,,,,,,,,34.7392,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,34.89413277549125,8.747731729223538,1026.9735888648513,1026.9735888648513,,
KN221-04,1,Test Site #1,62.107,-31.3816666666667,2014-09-08 11:39:06+00:00,1,*0000000000000100,,C:\Data\ctd\KN22104001.hex,*0000000000000100,2.0,1.0,2014-09-08 12:07:58+00:00,1509.032,1.0,1489.167,62.10702,-31.38174,3.655,1.0,3.6546,1.0,3.286371,1.0,3.286591,1.0,34.9461,34.9492,6.3251,1.0,7.30825,,,0.0862,97.8697,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.115661137684306,3.5332951308761196,1034.7119726565393,1034.7119726565393,,
KN221-04,1,Test Site #1,62.107,-31.3816666666667,2014-09-08 11:39:06+00:00,1,*0000000000000100,,C:\Data\ctd\KN22104001.hex,*0000000000000100,4.0,1.0,2014-09-08 12:08:10+00:00,1509.518,1.0,1489.645,62.10702,-31.38176,3.6548,1.0,3.6544,1.0,3.286384,1.0,3.286602,1.0,34.9463,34.9493,6.3326,1.0,7.30829,,,0.0865,97.8614,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.11581203010846,3.5330526069711596,1034.7143140430246,1034.7143140430246,,
KN221-04,1,Test Site #1,62.107,-31.3816666666667,2014-09-08 11:39:06+00:00,1,*0000000000000100,,C:\Data\ctd\KN22104001.hex,*0000000000000100,6.0,1.0,2014-09-08 12:08:22+00:00,1509.285,1.0,1489.415,62.10702,-31.38176,3.6547,1.0,3.6546,1.0,3.286351,1.0,3.2866,1.0,34.9462,34.9492,6.3246,1.0,7.30832,,,0.0871,97.8468,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.115711467309595,3.5331239132261003,1034.7131757897,1034.7131757897,,
KN221-04,1,Test Site #1,62.107,-31.3816666666667,2014-09-08 11:39:06+00:00,1,*0000000000000100,,C:\Data\ctd\KN22104001.hex,*0000000000000100,8.0,1.0,2014-09-08 12:08:30+00:00,1509.06,1.0,1489.195,62.10702,-31.38176,3.6547,1.0,3.6547,1.0,3.28634,1.0,3.286596,1.0,34.9462,34.9492,6.2751,1.0,7.30832,,,0.0868,97.8543,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.11571138807919,3.533193298203173,1034.7121521668917,1034.7121521668917,,
KN221-04,1,Test Site #1,62.107,-31.3816666666667,2014-09-08 11:39:06+00:00,1,*0000000000000100,,C:\Data\ctd\KN22104001.hex,*0000000000000100,10.0,1.0,2014-09-08 12:08:38+00:00,1509.24,1.0,1489.371,62.10702,-31.38174,3.6544,1.0,3.6543,1.0,3.286338,1.0,3.286569,1.0,34.9463,34.9491,6.2838,1.0,7.30835,,,0.0868,97.8535,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.11571145130381,3.5328317050462226,1034.7130136554242,1034.7130136554242,,
KN221-04,1,Test Site #1,62.107,-31.3816666666667,2014-09-08 11:39:06+00:00,1,*0000000000000100,,C:\Data\ctd\KN22104001.hex,*0000000000000100,12.0,1.0,2014-09-08 12:08:45+00:00,1509.079,1.0,1489.213,62.10702,-31.38176,3.6544,1.0,3.6543,1.0,3.286332,1.0,3.286574,1.0,34.9463,34.9493,6.2567,1.0,7.30835,,,0.087,97.8493,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1158118755207,3.5328448185804926,1034.7123645948068,1034.7123645948068,,
KN221-04,1,Test Site #1,62.107,-31.3816666666667,2014-09-08 11:39:06+00:00,1,*0000000000000100,,C:\Data\ctd\KN22104001.hex,*0000000000000100,13.0,1.0,2014-09-08 12:08:54+00:00,1509.051,1.0,1489.186,62.10702,-31.38174,3.6548,1.0,3.6544,1.0,3.286355,1.0,3.286575,1.0,34.9462,34.9492,6.3015,1.0,7.30829,,,0.088,97.8256,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.11571138475032,3.533095361538242,1034.7121252349707,1034.7121252349707,,
KN221-04,1,Test Site #1,62.107,-31.3816666666667,2014-09-08 11:39:06+00:00,1,*0000000000000100,,C:\Data\ctd\KN22104001.hex,*0000000000000100,17.0,1.0,2014-09-08 12:09:02+00:00,1509.341,1.0,1489.47,62.10702,-31.38176,3.6547,1.0,3.6542,1.0,3.286362,1.0,3.286573,1.0,34.9462,34.9493,6.3135,1.0,7.30831,,,0.0868,97.8548,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.11576172740477,3.532920852609025,1034.7134955676638,1034.7134955676638,,
KN221-04,1,Test Site #1,62.107,-31.3816666666667,2014-09-08 11:39:06+00:00,1,*0000000000000100,,C:\Data\ctd\KN22104001.hex,*0000000000000100,18.0,1.0,2014-09-08 12:09:09+00:00,1509.254,1.0,1489.385,62.10702,-31.38176,3.6547,1.0,3.6542,1.0,3.28637,1.0,3.286571,1.0,34.9463,34.9493,6.2638,1.0,7.3083,,,0.0876,97.8353,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.11581193714452,3.5329279878337414,1034.713141665669,1034.713141665669,,
KN221-04,1,Test Site #1,62.107,-31.3816666666667,2014-09-08 11:39:06+00:00,1,*0000000000000100,,C:\Data\ctd\KN22104001.hex,*0000000000000100,20.0,1.0,2014-09-08 12:09:18+00:00,1509.218,1.0,1489.35,62.10702,-31.38176,3.6552,1.0,3.6548,1.0,3.286397,1.0,3.286621,1.0,34.9462,34.9493,6.3244,1.0,7.30823,,,0.087,97.849,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.11576168409208,3.5334748494033317,1034.7128641790378,1034.7128641790378,,
KN221-04,1,Test Site #1,62.107,-31.3816666666667,2014-09-08 11:39:06+00:00,1,*0000000000000100,,C:\Data\ctd\KN22104001.hex,*0000000000000100,22.0,1.0,2014-09-08 12:09:29+00:00,1508.875,1.0,1489.013,62.10702,-31.38174,3.6551,1.0,3.6546,1.0,3.286394,1.0,3.286602,1.0,34.9464,34.9494,6.2802,1.0,7.30822,,,0.0872,97.8441,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.11591228427604,3.5333554439051813,1034.7114525273216,1034.7114525273216,,
KN221-04,1,Test Site #1,62.107,-31.3816666666667,2014-09-08 11:39:06+00:00,1,*0000000000000100,,C:\Data\ctd\KN22104001.hex,*0000000000000100,24.0,1.0,2014-09-08 12:09:38+00:00,1509.326,1.0,1489.456,62.10702,-31.38174,3.6551,1.0,3.6543,1.0,3.286399,1.0,3.286594,1.0,34.9463,34.9494,6.304,1.0,7.30823,,,0.0879,97.8267,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.11586220271419,3.533167820837918,1034.7134719205817,1034.7134719205817,,
KN221-04,2,Test Site #2,61.9953333333333,-31.8725,2014-09-08 14:44:00+00:00,2,*0000000000000100,2698.0,C:\Data\ctd\KN22104002.hex,*0000000000000100,2.0,1.0,2014-09-08 15:21:20+00:00,1005.998,1.0,993.95,61.99628,-31.87303,3.8253,1.0,3.8251,1.0,3.275722,1.0,3.275934,1.0,34.893,34.8957,4.8925,1.0,7.2807,,,0.0851,97.8945,1.0,,,6.269,1.0,3.0,,,,,,,,,,,,,34.8981,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,35.06196401026714,3.745689831112693,1032.363129935608,1032.363129935608,,
KN221-04,2,Test Site #2,61.9953333333333,-31.8725,2014-09-08 14:44:00+00:00,2,*0000000000000100,2698.0,C:\Data\ctd\KN22104002.hex,*0000000000000100,2.0,1.0,2014-09-08 15:21:20+00:00,1005.998,1.0,993.95,61.99628,-31.87303,3.8253,1.0,3.8251,1.0,3.275722,1.0,3.275934,1.0,34.893,34.8957,4.8925,1.0,7.2807,,,0.0851,97.8945,1.0,,,6.279,1.0,3.0,,,,,,,,,,,,,34.9004,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,35.06196401026714,3.745689831112693,1032.363129935608,1032.363129935608,,
KN221-04,2,Test Site #2,61.9953333333333,-31.8725,2014-09-08 14:44:00+00:00,2,*0000000000000100,2698.0,C:\Data\ctd\KN22104002.hex,*0000000000000100,4.0,1.0,2014-09-08 15:21:47+00:00,1005.564,1.0,993.522,61.99632,-31.87302,3.8253,1.0,3.8254,1.0,3.275717,1.0,3.275958,1.0,34.8931,34.8959,4.8934,1.0,7.28069,,,0.0848,97.903,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.06211456440448,3.7458726852029622,1032.3612484253438,1032.3612484253438,,
KN221-04,2,Test Site #2,61.9953333333333,-31.8725,2014-09-08 14:44:00+00:00,2,*0000000000000100,2698.0,C:\Data\ctd\KN22104002.hex,*0000000000000100,6.0,1.0,2014-09-08 15:37:27+00:00,933.469,1.0,922.449,61.99816,-31.8724,3.8271,1.0,3.8264,1.0,3.27231,1.0,3.272467,1.0,34.8878,34.8904,4.9423,1.0,7.28063,,,0.0849,97.9008,1.0,,,6.185,1.0,3.0,,,,,,,,,,,,,34.8936,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,35.05666085335672,3.7532503844305003,1032.0275381190536,1032.0275381190536,,
